session_id,user_id,session_start,session_end,session_duration_min,device,region,channel,product_category,revenue,bounce_flag,max_funnel_stage
SES00206,USR00206,"2025-10-12 03:07:08","2025-10-12 03:07:08",0,Desktop,West,Organic,Electronics,0.00,Yes,Browse
SES00207,USR00207,"2025-10-05 08:31:01","2025-10-05 08:31:01",0,Mobile,East,Organic,Beauty,0.00,Yes,Browse
SES00208,USR00208,"2025-10-19 06:15:53","2025-10-19 06:19:53",4,Mobile,South,"Social Media",Home,0.00,Yes,Browse
SES00209,USR00209,"2025-10-24 07:16:55","2025-10-24 07:25:55",9,Tablet,South,"Google Ads",Electronics,1218.64,No,Purchase
SES00210,USR00210,"2025-10-27 11:17:08","2025-10-27 11:21:08",4,Mobile,West,"Social Media",Sports,0.00,Yes,Browse
SES00211,USR00211,"2025-10-27 03:52:14","2025-10-27 04:06:14",14,Tablet,West,Organic,Home,1415.46,No,Purchase
SES00212,USR00212,"2025-10-29 00:48:39","2025-10-29 00:48:39",0,Mobile,West,"Google Ads",Home,0.00,Yes,Browse
SES00213,USR00213,"2025-10-02 21:51:11","2025-10-02 21:51:11",0,Mobile,North,"Social Media",Beauty,0.00,Yes,Browse
SES00214,USR00214,"2025-10-25 12:46:14","2025-10-25 12:46:14",0,Desktop,South,"Google Ads",Fashion,0.00,Yes,Browse
SES00215,USR00215,"2025-10-26 23:21:42","2025-10-26 23:30:42",9,Desktop,East,"Social Media",Beauty,891.14,No,Purchase
SES00216,USR00216,"2025-10-10 09:33:20","2025-10-10 09:33:20",0,Desktop,East,"Social Media",Home,0.00,Yes,Browse
SES00217,USR00217,"2025-10-27 02:57:34","2025-10-27 02:57:34",0,Desktop,South,"Social Media",Sports,0.00,Yes,Browse
SES00218,USR00218,"2025-10-22 12:02:22","2025-10-22 12:09:22",7,Mobile,West,Email,Home,905.64,No,Purchase
SES00219,USR00219,"2025-10-25 08:26:04","2025-10-25 08:35:04",9,Mobile,South,Organic,Beauty,1769.81,No,Purchase
SES00220,USR00220,"2025-10-28 21:18:49","2025-10-28 21:18:49",0,Tablet,East,Email,Home,0.00,Yes,Browse
SES00221,USR00221,"2025-10-31 17:03:27","2025-10-31 17:10:27",7,Tablet,South,"Google Ads",Fashion,0.00,Yes,Checkout
SES00222,USR00222,"2025-10-11 02:33:10","2025-10-11 02:33:10",0,Desktop,North,"Google Ads",Sports,0.00,Yes,Browse
SES00223,USR00223,"2025-10-31 18:56:52","2025-10-31 18:56:52",0,Desktop,East,Email,Beauty,0.00,Yes,Browse
SES00224,USR00224,"2025-10-12 02:49:55","2025-10-12 02:57:55",8,Desktop,South,"Social Media",Fashion,0.00,Yes,Checkout
SES00225,USR00225,"2025-10-23 06:26:39","2025-10-23 06:29:39",3,Desktop,North,"Social Media",Home,0.00,Yes,Browse
SES00226,USR00226,"2025-10-25 17:23:16","2025-10-25 17:27:16",4,Tablet,North,Email,Fashion,0.00,Yes,Browse
SES00227,USR00227,"2025-10-11 03:02:58","2025-10-11 03:06:58",4,Tablet,West,Organic,Sports,0.00,Yes,Browse
SES00228,USR00228,"2025-10-12 13:26:41","2025-10-12 13:30:41",4,Tablet,North,"Google Ads",Home,0.00,Yes,Browse
SES00229,USR00229,"2025-10-18 18:36:51","2025-10-18 18:40:51",4,Tablet,West,Organic,Home,0.00,Yes,Browse
SES00230,USR00230,"2025-10-20 10:21:24","2025-10-20 10:31:24",10,Tablet,East,Email,Home,0.00,Yes,Checkout
SES00231,USR00231,"2025-10-30 12:48:23","2025-10-30 12:57:23",9,Mobile,East,"Google Ads",Home,0.00,Yes,Checkout
SES00232,USR00232,"2025-10-20 07:32:13","2025-10-20 07:36:13",4,Desktop,South,Organic,Home,0.00,Yes,Browse
SES00233,USR00233,"2025-10-12 20:22:05","2025-10-12 20:25:05",3,Desktop,North,"Google Ads",Sports,0.00,Yes,Browse
SES00234,USR00234,"2025-10-19 23:41:38","2025-10-19 23:49:38",8,Tablet,North,Email,Home,0.00,Yes,Checkout
SES00235,USR00235,"2025-10-04 08:39:55","2025-10-04 08:41:55",2,Mobile,East,"Social Media",Electronics,0.00,Yes,Browse
SES00236,USR00236,"2025-10-12 10:43:40","2025-10-12 10:55:40",12,Desktop,South,Email,Electronics,400.13,No,Purchase
SES00237,USR00237,"2025-10-24 21:31:55","2025-10-24 21:42:55",11,Mobile,West,"Google Ads",Home,1696.70,No,Purchase
SES00238,USR00238,"2025-10-09 10:01:06","2025-10-09 10:10:06",9,Tablet,West,Email,Fashion,0.00,Yes,Checkout
SES00239,USR00239,"2025-10-29 03:38:57","2025-10-29 03:42:57",4,Mobile,South,"Social Media",Electronics,0.00,Yes,Checkout
SES00240,USR00240,"2025-10-12 08:00:05","2025-10-12 08:00:05",0,Desktop,East,"Google Ads",Fashion,0.00,Yes,Browse
SES00241,USR00241,"2025-10-27 18:32:15","2025-10-27 18:34:15",2,Tablet,West,"Google Ads",Fashion,0.00,Yes,Browse
SES00242,USR00242,"2025-10-19 22:18:58","2025-10-19 22:18:58",0,Mobile,East,Organic,Beauty,0.00,Yes,Browse
SES00243,USR00243,"2025-10-20 23:25:00","2025-10-20 23:25:00",0,Mobile,East,Email,Beauty,0.00,Yes,Browse
SES00244,USR00244,"2025-10-02 12:48:33","2025-10-02 12:48:33",0,Tablet,West,"Social Media",Beauty,0.00,Yes,Browse
SES00245,USR00245,"2025-10-14 20:29:41","2025-10-14 20:36:41",7,Tablet,North,Email,Home,0.00,Yes,Checkout
SES00246,USR00246,"2025-10-19 00:23:11","2025-10-19 00:23:11",0,Tablet,East,Email,Fashion,0.00,Yes,Browse
SES00247,USR00247,"2025-10-04 00:53:18","2025-10-04 00:55:18",2,Tablet,East,Organic,Beauty,0.00,Yes,Browse
SES00248,USR00248,"2025-10-18 13:15:55","2025-10-18 13:17:55",2,Mobile,West,"Social Media",Electronics,0.00,Yes,Browse
SES00249,USR00249,"2025-10-28 02:42:20","2025-10-28 02:47:20",5,Tablet,North,"Social Media",Home,0.00,Yes,Checkout
SES00250,USR00250,"2025-10-22 14:01:45","2025-10-22 14:08:45",7,Mobile,East,"Google Ads",Sports,0.00,Yes,Checkout
SES00251,USR00251,"2025-10-11 05:06:27","2025-10-11 05:06:27",0,Mobile,West,"Google Ads",Electronics,0.00,Yes,Browse
SES00252,USR00252,"2025-10-02 17:55:04","2025-10-02 17:55:04",0,Tablet,East,Organic,Fashion,0.00,Yes,Browse
SES00253,USR00253,"2025-10-16 23:56:59","2025-10-17 00:00:59",4,Desktop,West,"Google Ads",Beauty,0.00,Yes,Checkout
SES00254,USR00254,"2025-10-04 12:28:26","2025-10-04 12:30:26",2,Tablet,West,Email,Fashion,0.00,Yes,Browse
SES00255,USR00255,"2025-10-23 10:42:56","2025-10-23 10:48:56",6,Desktop,East,Email,Fashion,0.00,Yes,Checkout
SES00256,USR00256,"2025-10-24 09:46:53","2025-10-24 09:46:53",0,Tablet,East,"Social Media",Fashion,0.00,Yes,Browse
SES00257,USR00257,"2025-10-18 09:20:02","2025-10-18 09:22:02",2,Desktop,West,Organic,Electronics,0.00,Yes,Browse
SES00258,USR00258,"2025-10-13 15:35:06","2025-10-13 15:45:06",10,Desktop,North,"Social Media",Home,0.00,Yes,Checkout
SES00259,USR00259,"2025-10-29 19:14:24","2025-10-29 19:14:24",0,Tablet,West,Organic,Sports,0.00,Yes,Browse
SES00260,USR00260,"2025-10-11 19:42:30","2025-10-11 19:46:30",4,Desktop,South,"Google Ads",Fashion,0.00,Yes,Browse
SES00261,USR00261,"2025-10-02 00:29:06","2025-10-02 00:39:06",10,Desktop,North,Organic,Home,1102.67,No,Purchase
SES00262,USR00262,"2025-10-06 21:26:58","2025-10-06 21:28:58",2,Tablet,North,"Social Media",Home,0.00,Yes,Browse
SES00263,USR00263,"2025-10-08 07:09:13","2025-10-08 07:18:13",9,Tablet,South,Organic,Home,1373.68,No,Purchase
SES00264,USR00264,"2025-10-20 02:10:37","2025-10-20 02:15:37",5,Tablet,West,"Google Ads",Sports,0.00,Yes,Browse
SES00265,USR00265,"2025-10-17 17:10:48","2025-10-17 17:14:48",4,Desktop,North,"Google Ads",Sports,0.00,Yes,Browse
SES00266,USR00266,"2025-10-30 21:39:15","2025-10-30 21:48:15",9,Desktop,North,Organic,Fashion,0.00,Yes,Checkout
SES00267,USR00267,"2025-10-03 19:52:59","2025-10-03 20:04:59",12,Tablet,North,"Google Ads",Fashion,1181.28,No,Purchase
SES00268,USR00268,"2025-10-20 13:18:22","2025-10-20 13:20:22",2,Desktop,East,"Google Ads",Sports,0.00,Yes,Browse
SES00269,USR00269,"2025-10-17 00:01:41","2025-10-17 00:03:41",2,Mobile,North,"Social Media",Home,0.00,Yes,Browse
SES00270,USR00270,"2025-10-07 13:08:21","2025-10-07 13:17:21",9,Tablet,North,"Google Ads",Beauty,0.00,Yes,Checkout
SES00271,USR00271,"2025-10-27 04:23:18","2025-10-27 04:28:18",5,Tablet,North,"Social Media",Sports,0.00,Yes,Browse
SES00272,USR00272,"2025-10-26 09:35:18","2025-10-26 09:41:18",6,Mobile,North,"Social Media",Sports,0.00,Yes,Checkout
SES00273,USR00273,"2025-10-10 10:21:35","2025-10-10 10:23:35",2,Mobile,East,Email,Home,0.00,Yes,Browse
SES00274,USR00274,"2025-10-12 03:54:32","2025-10-12 03:58:32",4,Tablet,North,"Social Media",Beauty,0.00,Yes,Browse
SES00275,USR00275,"2025-10-18 12:23:41","2025-10-18 12:27:41",4,Mobile,North,"Google Ads",Home,0.00,Yes,Browse
SES00276,USR00276,"2025-10-26 13:39:23","2025-10-26 13:46:23",7,Mobile,East,Organic,Home,0.00,Yes,Checkout
SES00277,USR00277,"2025-10-19 00:54:46","2025-10-19 00:57:46",3,Desktop,West,"Google Ads",Beauty,0.00,Yes,Browse
SES00278,USR00278,"2025-10-07 08:48:22","2025-10-07 08:54:22",6,Mobile,North,"Google Ads",Home,0.00,Yes,Checkout
SES00279,USR00279,"2025-10-01 23:59:26","2025-10-02 00:08:26",9,Mobile,South,Organic,Beauty,0.00,Yes,Checkout
SES00280,USR00280,"2025-10-29 21:58:38","2025-10-29 21:58:38",0,Tablet,West,Organic,Home,0.00,Yes,Browse
SES00281,USR00281,"2025-10-09 17:56:39","2025-10-09 18:01:39",5,Mobile,West,Email,Sports,0.00,Yes,Checkout
SES00282,USR00282,"2025-10-07 00:20:40","2025-10-07 00:27:40",7,Desktop,East,"Social Media",Fashion,0.00,Yes,Checkout
SES00283,USR00283,"2025-10-22 04:46:36","2025-10-22 04:46:36",0,Tablet,South,Organic,Sports,0.00,Yes,Browse
SES00284,USR00284,"2025-10-04 00:29:29","2025-10-04 00:34:29",5,Mobile,North,Organic,Home,0.00,Yes,Browse
SES00285,USR00285,"2025-10-06 00:32:43","2025-10-06 00:34:43",2,Tablet,East,"Google Ads",Home,0.00,Yes,Browse
SES00286,USR00286,"2025-10-18 02:13:43","2025-10-18 02:15:43",2,Tablet,South,"Google Ads",Electronics,0.00,Yes,Browse
SES00287,USR00287,"2025-10-16 15:19:11","2025-10-16 15:28:11",9,Mobile,West,Organic,Beauty,0.00,Yes,Checkout
SES00288,USR00288,"2025-10-28 08:45:14","2025-10-28 08:49:14",4,Desktop,North,Organic,Home,0.00,Yes,Browse
SES00289,USR00289,"2025-10-26 15:49:45","2025-10-26 15:56:45",7,Desktop,North,"Social Media",Home,0.00,Yes,Checkout
SES00290,USR00290,"2025-10-24 03:08:56","2025-10-24 03:17:56",9,Tablet,South,"Social Media",Fashion,0.00,Yes,Checkout
SES00291,USR00291,"2025-10-28 16:57:09","2025-10-28 17:01:09",4,Desktop,North,Organic,Fashion,0.00,Yes,Checkout
SES00292,USR00292,"2025-10-27 13:33:26","2025-10-27 13:36:26",3,Tablet,West,Email,Electronics,0.00,Yes,Browse
SES00293,USR00293,"2025-10-10 05:09:18","2025-10-10 05:12:18",3,Desktop,East,"Google Ads",Sports,0.00,Yes,Browse
SES00294,USR00294,"2025-10-04 04:34:46","2025-10-04 04:45:46",11,Tablet,East,Email,Electronics,1621.61,No,Purchase
SES00295,USR00295,"2025-10-17 21:57:40","2025-10-17 22:05:40",8,Mobile,South,"Google Ads",Fashion,0.00,Yes,Checkout
SES00296,USR00296,"2025-10-11 15:57:07","2025-10-11 15:57:07",0,Tablet,East,"Social Media",Electronics,0.00,Yes,Browse
SES00297,USR00297,"2025-10-31 17:26:44","2025-10-31 17:35:44",9,Desktop,North,"Social Media",Sports,0.00,Yes,Checkout
SES00298,USR00298,"2025-10-21 10:23:48","2025-10-21 10:27:48",4,Tablet,South,"Social Media",Fashion,0.00,Yes,Browse
SES00299,USR00299,"2025-10-06 17:52:23","2025-10-06 18:04:23",12,Mobile,East,"Google Ads",Sports,405.19,No,Purchase
SES00300,USR00300,"2025-10-09 23:45:28","2025-10-09 23:47:28",2,Mobile,East,"Social Media",Beauty,0.00,Yes,Browse
SES00301,USR00301,"2025-10-31 19:22:15","2025-10-31 19:25:15",3,Desktop,South,Email,Fashion,0.00,Yes,Browse
SES00302,USR00302,"2025-10-13 13:44:57","2025-10-13 13:53:57",9,Desktop,West,"Google Ads",Sports,0.00,Yes,Checkout
SES00303,USR00303,"2025-10-12 12:50:51","2025-10-12 12:59:51",9,Mobile,North,Organic,Home,0.00,Yes,Checkout
SES00304,USR00304,"2025-10-25 12:55:09","2025-10-25 12:57:09",2,Mobile,West,"Google Ads",Home,0.00,Yes,Browse
SES00305,USR00305,"2025-10-02 07:40:18","2025-10-02 07:49:18",9,Tablet,North,Email,Electronics,0.00,Yes,Checkout
SES00306,USR00306,"2025-10-30 18:08:38","2025-10-30 18:08:38",0,Tablet,West,"Google Ads",Fashion,0.00,Yes,Browse
SES00307,USR00307,"2025-10-11 02:04:42","2025-10-11 02:06:42",2,Tablet,West,"Social Media",Home,0.00,Yes,Browse
SES00308,USR00308,"2025-10-04 22:44:56","2025-10-04 22:48:56",4,Desktop,West,Email,Beauty,0.00,Yes,Browse
SES00309,USR00309,"2025-10-26 13:16:29","2025-10-26 13:21:29",5,Tablet,North,"Social Media",Electronics,0.00,Yes,Browse
SES00310,USR00310,"2025-10-14 00:01:05","2025-10-14 00:01:05",0,Mobile,North,"Social Media",Sports,0.00,Yes,Browse
SES00311,USR00311,"2025-10-23 13:27:05","2025-10-23 13:30:05",3,Desktop,South,Organic,Sports,0.00,Yes,Browse
SES00312,USR00312,"2025-10-06 22:47:50","2025-10-06 22:47:50",0,Mobile,South,"Social Media",Electronics,0.00,Yes,Browse
SES00313,USR00313,"2025-10-05 13:06:35","2025-10-05 13:13:35",7,Tablet,South,"Google Ads",Fashion,0.00,Yes,Checkout
SES00314,USR00314,"2025-10-04 05:40:28","2025-10-04 05:55:28",15,Mobile,West,Email,Electronics,292.63,No,Purchase
SES00315,USR00315,"2025-10-17 06:48:16","2025-10-17 06:53:16",5,Mobile,South,"Google Ads",Beauty,0.00,Yes,Browse
SES00316,USR00316,"2025-10-16 04:22:52","2025-10-16 04:28:52",6,Desktop,North,"Google Ads",Electronics,0.00,Yes,Checkout
SES00317,USR00317,"2025-10-20 08:34:57","2025-10-20 08:39:57",5,Mobile,West,"Google Ads",Home,0.00,Yes,Browse
SES00318,USR00318,"2025-10-16 15:29:34","2025-10-16 15:29:34",0,Tablet,South,Organic,Home,0.00,Yes,Browse
SES00319,USR00319,"2025-10-05 07:02:20","2025-10-05 07:04:20",2,Tablet,North,Organic,Home,0.00,Yes,Browse
SES00320,USR00320,"2025-10-23 19:23:54","2025-10-23 19:25:54",2,Desktop,East,"Social Media",Fashion,0.00,Yes,Browse
SES00321,USR00321,"2025-10-22 01:48:12","2025-10-22 01:48:12",0,Tablet,East,"Social Media",Electronics,0.00,Yes,Browse
SES00322,USR00322,"2025-10-12 05:16:44","2025-10-12 05:20:44",4,Desktop,West,Organic,Sports,0.00,Yes,Checkout
SES00323,USR00323,"2025-10-02 05:05:32","2025-10-02 05:05:32",0,Desktop,South,Organic,Home,0.00,Yes,Browse
SES00324,USR00324,"2025-10-22 08:51:22","2025-10-22 08:53:22",2,Tablet,East,"Social Media",Electronics,0.00,Yes,Browse
SES00325,USR00325,"2025-10-05 19:21:10","2025-10-05 19:28:10",7,Tablet,West,"Social Media",Electronics,0.00,Yes,Checkout
SES00326,USR00326,"2025-10-03 11:13:17","2025-10-03 11:13:17",0,Desktop,North,Email,Home,0.00,Yes,Browse
SES00327,USR00327,"2025-10-14 06:09:01","2025-10-14 06:11:01",2,Tablet,East,Organic,Electronics,0.00,Yes,Browse
SES00328,USR00328,"2025-10-23 02:40:37","2025-10-23 02:40:37",0,Tablet,West,"Social Media",Fashion,0.00,Yes,Browse
SES00329,USR00329,"2025-10-16 20:03:39","2025-10-16 20:11:39",8,Mobile,South,Organic,Sports,0.00,Yes,Checkout
SES00330,USR00330,"2025-10-18 04:02:26","2025-10-18 04:13:26",11,Tablet,North,Email,Fashion,771.21,No,Purchase
SES00331,USR00331,"2025-10-27 16:19:13","2025-10-27 16:24:13",5,Tablet,North,"Social Media",Beauty,0.00,Yes,Browse
SES00332,USR00332,"2025-10-05 10:51:10","2025-10-05 11:01:10",10,Desktop,West,"Social Media",Fashion,1621.30,No,Purchase
SES00333,USR00333,"2025-10-19 04:33:11","2025-10-19 04:45:11",12,Mobile,South,"Google Ads",Fashion,944.67,No,Purchase
SES00334,USR00334,"2025-10-22 00:27:35","2025-10-22 00:27:35",0,Desktop,South,Organic,Fashion,0.00,Yes,Browse
SES00335,USR00335,"2025-10-14 17:14:56","2025-10-14 17:23:56",9,Tablet,East,"Social Media",Sports,0.00,Yes,Checkout
SES00336,USR00336,"2025-10-05 03:42:53","2025-10-05 03:53:53",11,Tablet,North,"Social Media",Fashion,379.12,No,Purchase
SES00337,USR00337,"2025-10-30 02:14:48","2025-10-30 02:14:48",0,Tablet,West,"Social Media",Sports,0.00,Yes,Browse
SES00338,USR00338,"2025-10-25 23:56:15","2025-10-26 00:00:15",4,Tablet,East,Organic,Home,0.00,Yes,Browse
SES00339,USR00339,"2025-10-06 16:55:42","2025-10-06 16:55:42",0,Desktop,East,Organic,Sports,0.00,Yes,Browse
SES00340,USR00340,"2025-10-22 14:49:38","2025-10-22 14:49:38",0,Mobile,East,Organic,Fashion,0.00,Yes,Browse
SES00341,USR00341,"2025-10-24 09:32:28","2025-10-24 09:40:28",8,Mobile,West,Organic,Beauty,0.00,Yes,Checkout
SES00342,USR00342,"2025-10-22 05:02:40","2025-10-22 05:04:40",2,Tablet,East,"Google Ads",Beauty,0.00,Yes,Browse
SES00343,USR00343,"2025-10-12 18:58:39","2025-10-12 19:04:39",6,Desktop,East,"Google Ads",Home,0.00,Yes,Checkout
SES00344,USR00344,"2025-10-31 15:35:27","2025-10-31 15:38:27",3,Desktop,North,Organic,Beauty,0.00,Yes,Browse
SES00345,USR00345,"2025-10-28 12:46:33","2025-10-28 12:50:33",4,Mobile,North,"Social Media",Electronics,0.00,Yes,Browse
SES00346,USR00346,"2025-10-05 01:39:12","2025-10-05 01:50:12",11,Tablet,East,"Google Ads",Home,260.51,No,Purchase
SES00347,USR00347,"2025-10-29 21:06:05","2025-10-29 21:08:05",2,Desktop,North,Email,Fashion,0.00,Yes,Browse
SES00348,USR00348,"2025-10-18 02:30:40","2025-10-18 02:30:40",0,Tablet,East,Email,Sports,0.00,Yes,Browse
SES00349,USR00349,"2025-10-09 05:30:47","2025-10-09 05:30:47",0,Tablet,West,"Social Media",Fashion,0.00,Yes,Browse
SES00350,USR00350,"2025-10-25 14:02:18","2025-10-25 14:04:18",2,Tablet,South,Email,Sports,0.00,Yes,Browse
SES00351,USR00351,"2025-10-19 16:33:20","2025-10-19 16:38:20",5,Tablet,West,Organic,Beauty,0.00,Yes,Browse
SES00352,USR00352,"2025-10-27 21:04:29","2025-10-27 21:04:29",0,Tablet,North,Email,Fashion,0.00,Yes,Browse
SES00353,USR00353,"2025-10-18 23:58:17","2025-10-18 23:58:17",0,Mobile,North,"Social Media",Sports,0.00,Yes,Browse
SES00354,USR00354,"2025-10-05 09:59:13","2025-10-05 10:10:13",11,Tablet,South,"Social Media",Beauty,1138.13,No,Purchase
SES00355,USR00355,"2025-10-14 22:01:03","2025-10-14 22:03:03",2,Tablet,South,"Social Media",Electronics,0.00,Yes,Browse
SES00356,USR00356,"2025-10-09 17:17:56","2025-10-09 17:27:56",10,Desktop,North,"Social Media",Sports,0.00,Yes,Checkout
SES00357,USR00357,"2025-10-10 04:12:56","2025-10-10 04:12:56",0,Desktop,South,"Google Ads",Fashion,0.00,Yes,Browse
SES00358,USR00358,"2025-10-04 11:23:08","2025-10-04 11:23:08",0,Mobile,West,"Google Ads",Fashion,0.00,Yes,Browse
SES00359,USR00359,"2025-10-13 02:19:40","2025-10-13 02:24:40",5,Tablet,North,"Social Media",Home,0.00,Yes,Browse
SES00360,USR00360,"2025-10-11 06:18:51","2025-10-11 06:23:51",5,Tablet,North,Organic,Sports,0.00,Yes,Browse
SES00361,USR00361,"2025-10-16 15:07:53","2025-10-16 15:14:53",7,Desktop,South,"Google Ads",Electronics,0.00,Yes,Checkout
SES00362,USR00362,"2025-10-20 03:25:32","2025-10-20 03:28:32",3,Tablet,South,Organic,Electronics,0.00,Yes,Browse
SES00363,USR00363,"2025-10-31 18:04:10","2025-10-31 18:04:10",0,Desktop,South,Email,Fashion,0.00,Yes,Browse
SES00364,USR00364,"2025-10-25 03:51:06","2025-10-25 03:51:06",0,Mobile,East,"Social Media",Beauty,0.00,Yes,Browse
SES00365,USR00365,"2025-10-03 07:46:41","2025-10-03 07:54:41",8,Mobile,North,"Google Ads",Fashion,619.63,No,Purchase
SES00366,USR00366,"2025-10-06 06:01:10","2025-10-06 06:03:10",2,Tablet,East,"Google Ads",Electronics,0.00,Yes,Browse
SES00367,USR00367,"2025-10-13 03:38:32","2025-10-13 03:46:32",8,Tablet,West,Email,Sports,0.00,Yes,Checkout
SES00368,USR00368,"2025-10-04 05:51:39","2025-10-04 05:59:39",8,Desktop,West,Email,Sports,0.00,Yes,Checkout
SES00369,USR00369,"2025-10-26 19:17:16","2025-10-26 19:17:16",0,Tablet,East,Email,Beauty,0.00,Yes,Browse
SES00370,USR00370,"2025-10-08 22:54:58","2025-10-08 22:54:58",0,Mobile,North,"Google Ads",Sports,0.00,Yes,Browse
SES00371,USR00371,"2025-10-17 20:52:08","2025-10-17 20:56:08",4,Desktop,East,Organic,Sports,0.00,Yes,Browse
SES00372,USR00372,"2025-10-09 11:32:13","2025-10-09 11:37:13",5,Tablet,South,"Google Ads",Electronics,0.00,Yes,Browse
SES00373,USR00373,"2025-10-03 14:12:19","2025-10-03 14:12:19",0,Desktop,North,Email,Fashion,0.00,Yes,Browse
SES00374,USR00374,"2025-10-11 04:37:22","2025-10-11 04:42:22",5,Tablet,South,Organic,Sports,0.00,Yes,Browse
SES00375,USR00375,"2025-10-13 04:30:04","2025-10-13 04:33:04",3,Desktop,East,Email,Sports,0.00,Yes,Browse
SES00376,USR00376,"2025-10-19 11:25:42","2025-10-19 11:25:42",0,Tablet,South,Email,Beauty,0.00,Yes,Browse
SES00377,USR00377,"2025-10-17 03:00:45","2025-10-17 03:05:45",5,Desktop,South,"Google Ads",Beauty,0.00,Yes,Browse
SES00378,USR00378,"2025-10-22 19:21:07","2025-10-22 19:21:07",0,Mobile,West,Email,Beauty,0.00,Yes,Browse
SES00379,USR00379,"2025-10-28 22:24:15","2025-10-28 22:24:15",0,Desktop,East,"Google Ads",Electronics,0.00,Yes,Browse
SES00380,USR00380,"2025-10-14 19:00:04","2025-10-14 19:00:04",0,Tablet,West,"Social Media",Beauty,0.00,Yes,Browse
SES00381,USR00381,"2025-10-17 21:28:50","2025-10-17 21:30:50",2,Desktop,East,Organic,Home,0.00,Yes,Browse
SES00382,USR00382,"2025-10-04 03:12:20","2025-10-04 03:20:20",8,Desktop,West,Email,Sports,0.00,Yes,Checkout
SES00383,USR00383,"2025-10-23 05:34:46","2025-10-23 05:34:46",0,Desktop,West,Email,Home,0.00,Yes,Browse
SES00384,USR00384,"2025-10-25 14:43:57","2025-10-25 14:51:57",8,Desktop,East,"Google Ads",Fashion,1712.39,No,Purchase
SES00385,USR00385,"2025-10-18 10:40:06","2025-10-18 10:54:06",14,Desktop,South,"Google Ads",Sports,1403.43,No,Purchase
SES00386,USR00386,"2025-10-29 12:56:02","2025-10-29 13:00:02",4,Desktop,West,"Social Media",Home,0.00,Yes,Browse
SES00387,USR00387,"2025-10-03 18:04:17","2025-10-03 18:04:17",0,Desktop,East,Organic,Sports,0.00,Yes,Browse
SES00388,USR00388,"2025-10-18 02:15:44","2025-10-18 02:24:44",9,Mobile,West,"Social Media",Fashion,0.00,Yes,Checkout
SES00389,USR00389,"2025-10-13 08:17:37","2025-10-13 08:20:37",3,Tablet,North,"Google Ads",Sports,0.00,Yes,Browse
SES00390,USR00390,"2025-10-09 23:42:45","2025-10-09 23:46:45",4,Tablet,North,Organic,Sports,0.00,Yes,Browse
SES00391,USR00391,"2025-10-03 06:50:59","2025-10-03 06:50:59",0,Tablet,South,"Social Media",Electronics,0.00,Yes,Browse
SES00392,USR00392,"2025-10-25 23:37:26","2025-10-25 23:37:26",0,Mobile,North,Organic,Fashion,0.00,Yes,Browse
SES00393,USR00393,"2025-10-25 22:39:43","2025-10-25 22:39:43",0,Tablet,South,"Google Ads",Fashion,0.00,Yes,Browse
SES00394,USR00394,"2025-10-05 12:14:58","2025-10-05 12:16:58",2,Mobile,North,Organic,Fashion,0.00,Yes,Browse
SES00395,USR00395,"2025-10-26 04:38:18","2025-10-26 04:47:18",9,Tablet,South,Organic,Sports,0.00,Yes,Checkout
SES00396,USR00396,"2025-10-21 11:42:13","2025-10-21 11:42:13",0,Desktop,South,Email,Sports,0.00,Yes,Browse
SES00397,USR00397,"2025-10-13 06:04:17","2025-10-13 06:14:17",10,Mobile,West,Organic,Home,0.00,Yes,Checkout
SES00398,USR00398,"2025-10-11 16:38:42","2025-10-11 16:40:42",2,Mobile,East,Email,Beauty,0.00,Yes,Browse
SES00399,USR00399,"2025-10-25 17:41:20","2025-10-25 17:49:20",8,Desktop,East,Email,Beauty,0.00,Yes,Checkout
SES00400,USR00400,"2025-10-17 08:06:04","2025-10-17 08:11:04",5,Mobile,North,Email,Home,0.00,Yes,Checkout
SES00401,USR00401,"2025-10-04 22:54:02","2025-10-04 22:54:02",0,Tablet,North,"Social Media",Home,0.00,Yes,Browse
SES00402,USR00402,"2025-10-23 09:35:32","2025-10-23 09:44:32",9,Mobile,East,Organic,Home,1806.78,No,Purchase
SES00403,USR00403,"2025-10-09 17:23:05","2025-10-09 17:25:05",2,Mobile,North,"Social Media",Fashion,0.00,Yes,Browse
SES00404,USR00404,"2025-10-17 02:00:04","2025-10-17 02:05:04",5,Desktop,North,"Google Ads",Fashion,0.00,Yes,Browse
SES00405,USR00405,"2025-10-17 05:27:55","2025-10-17 05:30:55",3,Desktop,North,"Social Media",Beauty,0.00,Yes,Browse
SES00406,USR00406,"2025-10-12 18:41:28","2025-10-12 18:41:28",0,Tablet,North,Email,Electronics,0.00,Yes,Browse
SES00407,USR00407,"2025-10-07 08:29:36","2025-10-07 08:34:36",5,Desktop,South,Organic,Electronics,0.00,Yes,Browse
SES00408,USR00408,"2025-10-05 05:22:58","2025-10-05 05:22:58",0,Desktop,West,Email,Sports,0.00,Yes,Browse
SES00409,USR00409,"2025-10-13 08:31:12","2025-10-13 08:36:12",5,Tablet,East,Organic,Fashion,0.00,Yes,Checkout
SES00410,USR00410,"2025-10-31 10:29:57","2025-10-31 10:34:57",5,Desktop,West,Email,Home,0.00,Yes,Browse
SES00411,USR00411,"2025-10-19 23:07:02","2025-10-19 23:07:02",0,Tablet,East,Organic,Fashion,0.00,Yes,Browse
